Medicao 1 - Hora: Sun Nov  8 19:54:42 2020
 - Temperatura: 22.150404 - Umidade 81.960442
Medicao 2 - Hora: Sun Nov  8 19:54:46 2020
 - Temperatura: 27.722116 - Umidade 54.649082
Medicao 3 - Hora: Sun Nov  8 19:54:50 2020
 - Temperatura: 27.720837 - Umidade 54.649040
Medicao 4 - Hora: Sun Nov  8 19:54:54 2020
 - Temperatura: 27.719877 - Umidade 54.596710
Medicao 5 - Hora: Sun Nov  8 19:54:58 2020
 - Temperatura: 27.718279 - Umidade 54.573418
Medicao 6 - Hora: Sun Nov  8 19:55:02 2020
 - Temperatura: 27.717640 - Umidade 54.480415
Medicao 7 - Hora: Sun Nov  8 19:55:06 2020
 - Temperatura: 27.716360 - Umidade 54.457130
Medicao 8 - Hora: Sun Nov  8 19:55:10 2020
 - Temperatura: 27.715401 - Umidade 54.433857
Medicao 9 - Hora: Sun Nov  8 19:55:14 2020
 - Temperatura: 27.715080 - Umidade 54.491966
Medicao 10 - Hora: Sun Nov  8 19:55:18 2020
 - Temperatura: 27.714762 - Umidade 54.445461
Medicao 11 - Hora: Sun Nov  8 19:55:22 2020
 - Temperatura: 27.714762 - Umidade 54.433838
Medicao 12 - Hora: Sun Nov  8 19:55:26 2020
 - Temperatura: 27.715721 - Umidade 54.398998
